,NLC,Origin TLC,Station Name,postcode,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,NUTS2 Spatial_Unit Code,NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1112 Entries & Exits,"1011
Entries & Exits","%-change, 2010-11 to 2011-12",Interchanges,Large station Flag,Small Station Flag,Explanation of large change,Sources,lat,long
99,5347,AHD,Ashtead,KT21 2DR,South East,Surrey,Mole Valley,UKJ2,"Surrey, East & West Sussex",Southern,,,,"153,832","157,397","277,051","588,280","153,832","157,397","277,051","588,280","1,176,560","1,095,148",7,0,0,0,,,51.317627,-0.306763
100,2790,AHN,Ashton-Under-Lyne,OL7 5LP,North West,Greater Manchester,Tameside,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,"39,464","162,322","88,894","290,680","39,464","162,322","88,894","290,680","581,360","519,126",12,0,1,0,Continues high growth from previous year,,,
101,5398,AHS,Ashurst,TN3 9TL,South East,Kent,Tunbridge Wells,UKJ4,Kent,Southern,,,,"2,508","4,108","5,467","12,083","2,508","4,108","5,467","12,083","24,166","22,326",8,0,0,0,,,,
102,5906,ANF,Ashurst New Forest,SO40 7AA,South East,Hampshire,New Forest,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,"13,988","15,250","22,457","51,695","13,988","15,250","22,457","51,695","103,390","101,108",2,0,0,0,,,50.879752,-1.524942
103,6083,AWM,Ashwell & Morden,SG7 5RT,East,Cambridgeshire,South Cambridgeshire,UKH1,East Anglia,First Capital Connect,,,,"15,579","8,868","40,651","65,098","15,579","8,868","40,651","65,098","130,196","115,720",13,0,1,0,Cause of large increase not clear,,,
104,1953,ASK,Askam,LA16 7EN,North West,Cumbria,Barrow-In-Furness,UKD1,Cumbria,Northern Rail,,,,"19,932",611,"10,762","31,305","19,932",611,"10,762","31,305","62,610","59,936",4,0,0,0,,,54.189117,-3.2027080000000003
105,6233,ALK,Aslockton,NG13 9AA,East Midlands,Nottinghamshire,Rushcliffe,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,,"3,498","2,568","1,890","7,956","3,498","2,568","1,890","7,956","15,912","14,644",9,0,0,0,,,52.951227,-0.898344
106,2095,ASP,Aspatria,CA7 2AW,North West,Cumbria,Allerdale,UKD1,Cumbria,Northern Rail,,,,"9,516","2,765","2,758","15,039","9,516","2,765","2,758","15,039","30,078","30,734",-2,0,0,0,,,,
107,1380,APG,Aspley Guise,MK17 8HZ,East,Bedfordshire,Mid Bedfordshire,UKH2,Bedfordshire and Hertforshire,London Midland Trains,,,,"1,347","2,682","2,191","6,220","1,347","2,682","2,191","6,220","12,440","13,646",-9,0,0,0,,,52.019962,-0.631076
108,1004,AST,Aston,B6 7PR,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,,"43,061","86,093","93,288","222,442","43,061","86,093","93,288","222,442","444,884","336,266",32,"48,232",1,0,"Main portion of increase due to improved demand estimation in Centro area (extra 94,000 entries and exits in Centro infill compared to what would have been estimated using previous methodology)",,,
109,1074,ATH,Atherstone,CV9 1BH,West Midlands,Warwickshire,North Warwickshire,UKG1,"Herefordshire, Worcestershire and Warwickshire",London Midland Trains,,West Midlands,,"20,538","12,666","5,575","38,779","20,538","12,666","5,575","38,779","77,558","65,340",19,0,1,0,Continues build up of traffic due to new regular service (started Dec 2008),,,
110,2584,ATN,Atherton,M46 9RH,North West,Greater Manchester,Wigan,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,"35,003","89,096","87,786","211,885","35,003","89,096","87,786","211,885","423,770","410,512",3,0,0,0,,,,
111,8608,ATT,Attadale,IV54 8YX,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,,407,78,0,485,407,78,0,485,970,526,84,0,0,1,Very small absolute number of entries and exits,,57.409496,-5.4432480000000005
112,1624,ATB,Attenborough,NG9 6AL,East Midlands,Nottinghamshire,Broxtowe,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,,"25,870","4,070","9,957","39,897","25,870","4,070","9,957","39,897","79,794","66,038",21,0,1,0,Continues high growth from previous year,,,
113,7367,ATL,Attleborough,NR17 2AS,East,Norfolk,Breckland,UKH1,East Anglia,National Express East Anglia,,,,"28,053","39,049","18,372","85,474","28,053","39,049","18,372","85,474","170,948","161,610",6,0,0,0,,,52.514860999999996,1.0207549999999999
114,9457,AUK,Auchinleck,KA18 2BH,Scotland,East Ayrshire,East Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"10,780","11,084","5,970","27,834","10,780","11,084","5,970","27,834","55,668","48,584",15,0,1,0,Continues high growth from previous year,,55.471538,-4.297337000000001
115,7017,AUD,Audley End,CB11 4LB,East,Essex,Uttlesford,UKH3,Essex,National Express East Anglia,,,,"77,122","106,519","191,953","375,594","77,122","106,519","191,953","375,594","751,188","746,746",1,"5,391",0,0,,,52.005625,0.20829699999999998
116,2215,AUG,Aughton Park,L39 5BT,North West,Lancashire,West Lancashire,UKD4,Lancashire,Merseyrail,,,,"21,098","1,408","16,746","39,252","21,098","1,408","16,746","39,252","78,504","96,224",-18,0,1,0,Likley to result from changing ticket purchase patterns not captured by current PTE infil methodology,,,
117,8610,AVM,Aviemore,PH22 1PD,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,,"27,003","37,613","1,410","66,026","27,003","37,613","1,410","66,026","132,052","132,336",-0,14,0,0,,,57.188552,-3.8290839999999995
118,3265,AVF,Avoncliff,BA15 2HD,South West,Wiltshire,West Wiltshire,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,,"4,297","4,087",758,"9,142","4,297","4,087",758,"9,142","18,284","19,650",-7,0,0,0,,,51.337945,-2.283411
119,3200,AVN,Avonmouth,BS11 9JB,South West,Bristol City Of,Bristol City Of,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,,"30,084","3,077","11,160","44,321","30,084","3,077","11,160","44,321","88,642","83,674",6,0,0,0,,,51.499907,-2.6986380000000003
120,5714,AXM,Axminster,EX13 5PF,South West,Devon,East Devon,UKK4,Devon,South West Trains,,,,"20,878","109,000","10,393","140,271","20,878","109,000","10,393","140,271","280,542","252,662",11,0,1,0,Continues high growth from previous year,,50.77946,-3.00438
121,1492,AYS,Aylesbury,HP20 1RU,South East,Buckinghamshire,Aylesbury Vale,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",Chiltern Railways,,,,"164,281","164,378","201,690","530,349","164,281","164,378","201,690","530,349","1,060,698","1,067,280",-1,"2,123",0,0,,,51.813742,-0.814752
122,1090,AVP,Aylesbury Vale Parkway,HP18 0PS ,South East,Buckinghamshire,Aylesbury Vale,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",Chiltern Railways,,,,"7,751","9,735","18,894","36,380","7,751","9,735","18,894","36,380","72,760","55,864",30,0,1,0,Station opened in 2008 with strong growth seen since then although recent growth exceptional,http://en.wikipedia.org/wiki/Aylesbury_Vale_Parkway_railway_station,,
123,5162,AYL,Aylesford,ME20 7LL,South East,Kent,Tonbridge And Malling,UKJ4,Kent,Southeastern,,,,"16,402","13,953","19,016","49,371","16,402","13,953","19,016","49,371","98,742","96,396",2,0,0,0,,,51.299673999999996,0.467718
124,5197,AYH,Aylesham,TN23 1EZ,South East,Kent,Dover,UKJ4,Kent,Southeastern,,,,"10,300","15,495","9,881","35,676","10,300","15,495","9,881","35,676","71,352","72,766",-2,0,0,0,,,51.143721,0.8762559999999999
125,9463,AYR,Ayr,KA7 1TH,Scotland,South Ayrshire,South Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"267,903","302,672","191,144","761,719","267,903","302,672","191,144","761,719","1,523,438","1,513,874",1,"41,711",0,0,,,,
126,2187,BAC,Bache,CH2 1BS,North West,Cheshire,Chester,UKD2,Cheshire,Merseyrail,,,,"82,090","5,539","8,272","95,901","82,090","5,539","8,272","95,901","191,802","197,178",-3,0,0,0,,,,
127,4186,BAJ,Baglan,SA12 8ES,Wales - Cymru,Neath Port Talbot - Castell-Nedd Port Talbot,Neath Port Talbot - Castell-Nedd Port Talbot,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,"4,548","2,056","3,215","9,819","4,548","2,056","3,215","9,819","19,638","17,642",11,0,1,0,Cause of large increase not clear,,51.615864,-3.806974
128,5681,BAG,Bagshot,GU19 5AS,South East,Surrey,Surrey Heath,UKJ2,"Surrey, East & West Sussex",South West Trains,,,,"30,351","21,609","22,738","74,698","30,351","21,609","22,738","74,698","149,396","145,444",3,0,0,0,,,51.363819,-0.689597
129,8552,BLD,Baildon,BD17 6HS,Yorkshire And The Humber,West Yorkshire,Bradford,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,"40,514","34,072","35,562","110,148","40,514","34,072","35,562","110,148","220,296","221,770",-1,0,0,0,,,53.849833999999994,-1.7570130000000002
130,9763,BIO,Baillieston,G69 7RN,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"20,452","16,992","17,132","54,576","20,452","16,992","17,132","54,576","109,152","97,056",12,0,1,0,Continues high growth from previous year,,,
131,5492,BAB,Balcombe,RH17 6JQ,South East,West Sussex,Mid Sussex,UKJ2,"Surrey, East & West Sussex",Southern,,,,"11,277","20,760","28,952","60,989","11,277","20,760","28,952","60,989","121,978","118,202",3,0,0,0,,,51.055583,-0.136931
132,6084,BDK,Baldock,SG7 5BU,East,Hertfordshire,North Hertfordshire,UKH2,Bedfordshire and Hertforshire,First Capital Connect,,,,"75,454","83,450","99,607","258,511","75,454","83,450","99,607","258,511","517,022","496,896",4,0,0,0,,,,
133,5399,BAL,Balham,SW12 9SG,London,Greater London,Wandsworth,UKI1,Inner London,Southern,,,London Travelcard Area Station,"646,293","821,097","1,764,624","3,232,014","646,293","821,097","1,764,624","3,232,014","6,464,028","5,935,140",9,"383,659",0,0,,,51.443288,-0.15196099999999998
134,9862,BHC,Balloch,G83 8SS,Scotland,West Dunbartonshire,West Dunbartonshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"80,005","105,822","90,629","276,456","80,005","105,822","90,629","276,456","552,912","546,924",1,0,0,0,,,,
135,9013,BSI,Balmossie,DD5 4QH,Scotland,Angus,Angus,UKM2,Eastern Scotland,First ScotRail,,,,48,19,90,157,48,19,90,157,314,362,-13,0,0,0,,,,
136,2561,BMB,Bamber Bridge,PR5 6EA,North West,Lancashire,South Ribble,UKD4,Lancashire,Northern Rail,,,,"27,778","6,248","7,412","41,438","27,778","6,248","7,412","41,438","82,876","77,160",7,0,0,0,,,,
137,2820,BAM,Bamford,S32 1EG,East Midlands,Derbyshire,High Peak,UKF1,Derbyshire and Nottinghamshire,Northern Rail,,,,"6,177","5,817",533,"12,527","6,177","5,817",533,"12,527","25,054","25,656",-2,0,0,0,,,,
138,8839,BNV,Banavie,PH33 7JF,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,,"1,674",990,0,"2,664","1,674",990,0,"2,664","5,328","5,056",5,0,0,0,,,56.84271,-5.097722
139,4502,BAN,Banbury,OX16 5AB,South East,Oxfordshire,Cherwell,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",Chiltern Railways,,,,"229,853","455,319","286,257","971,429","229,853","455,319","286,257","971,429","1,942,858","1,857,004",5,"339,664",0,0,,,52.059148,-1.3267209999999998
140,2471,BNG,Bangor (Gwynedd),LL57 1LZ,Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,"100,537","208,550","28,787","337,874","100,537","208,550","28,787","337,874","675,748","633,664",7,"1,488",0,0,,,53.223059,-4.134615
141,2238,BAH,Bank Hall,L20 8BX,North West,Merseyside,Liverpool,UKD5,Merseyside,Merseyrail,,Merseyside,,"25,825","38,803","22,709","87,337","25,825","38,803","22,709","87,337","174,674","172,426",1,0,0,0,,,,
142,5348,BAD,Banstead,SM7 1PZ,South East,Surrey,Reigate And Banstead,UKJ2,"Surrey, East & West Sussex",Southern,,,London Travelcard Area Station,"19,363","11,447","33,264","64,074","19,363","11,447","33,264","64,074","128,148","115,680",11,0,1,0,Continues high growth from previous year,,,
143,9466,BSS,Barassie,KA10 6SA,Scotland,South Ayrshire,South Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"24,784","20,958","25,484","71,226","24,784","20,958","25,484","71,226","142,452","137,708",3,0,0,0,,,55.558144999999996,-4.652369
144,7563,BLL,Bardon Mill,NE47 7HY,North East,Northumberland,Tynedale,UKC2,Northumberland and Tyne and Wear,Northern Rail,,,,"1,490","1,720","1,328","4,538","1,490","1,720","1,328","4,538","9,076","6,452",41,0,0,1,Continues high growth from previous year,,54.975182,-2.34712
145,2690,BAR,Bare Lane,LA4 6LL,North West,Lancashire,Lancaster,UKD4,Lancashire,Northern Rail,,,,"49,502","5,273","15,824","70,599","49,502","5,273","15,824","70,599","141,198","137,856",2,0,0,0,,,,
146,9764,BGI,Bargeddie,G69 7TS,Scotland,North Lanarkshire,North Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"15,120","14,203","20,380","49,703","15,120","14,203","20,380","49,703","99,406","89,916",11,0,1,0,Cause of large increase not clear,,,
147,4011,BGD,Bargoed,CF81 9AL,Wales - Cymru,Caerphilly - Caerffili,Caerphilly - Caerffili,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,"56,983","7,584","20,928","85,495","56,983","7,584","20,928","85,495","170,990","168,108",2,0,0,0,,,51.693335999999995,-3.2301849999999996
148,7492,BKG,Barking,IG11 8TU,London,Greater London,Barking And Dagenham,UKI2,Outer London,c2c,,,London Travelcard Area Station,"963,006","1,389,284","1,361,421","3,713,711","963,006","1,389,284","1,361,421","3,713,711","7,427,422","6,515,606",14,"406,574",1,0,Cause of large increase not clear,,51.53941,0.081084
149,5133,BMG,Barming,ME16 9NS,South East,Kent,Tonbridge And Malling,UKJ4,Kent,Southeastern,,,,"14,636","17,141","31,712","63,489","14,636","17,141","31,712","63,489","126,978","123,140",3,0,0,0,,,51.284032,0.47845299999999996
150,4445,BRM,Barmouth,LL42 1LS,Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,"50,931","24,546","11,401","86,878","50,931","24,546","11,401","86,878","173,756","167,268",4,0,0,0,,,52.722052000000005,-4.056127
151,5089,BNH,Barnehurst,DA7 6HQ,London,Greater London,Bexley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,"112,044","149,264","533,698","795,006","112,044","149,264","533,698","795,006","1,590,012","1,586,718",0,0,0,0,,,,
152,5551,BNS,Barnes,SW13 0HT,London,Greater London,Richmond Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,"227,730","228,727","501,789","958,246","227,730","228,727","501,789","958,246","1,916,492","1,807,348",6,"17,188",0,0,,,51.467127000000005,-0.242033
153,5580,BNI,Barnes Bridge,SW13 0NP,London,Greater London,Richmond Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,"99,331","84,606","129,073","313,010","99,331","84,606","129,073","313,010","626,020","580,988",8,0,0,0,,,51.472747,-0.252184
154,6406,BTB,Barnetby,DN38 6DG,Yorkshire And The Humber,North Lincolnshire,North Lincolnshire,UKE1,East Riding and North Linconshire,First TransPennine Express,,,,"6,847","22,727","4,747","34,321","6,847","22,727","4,747","34,321","68,642","61,526",12,"3,100",1,0,Continues high growth from previous year,,53.575019999999995,-0.410303
155,5252,BAA,Barnham,PO22 0ES,South East,West Sussex,Arun,UKJ2,"Surrey, East & West Sussex",Southern,,,,"83,026","169,493","243,121","495,640","83,026","169,493","243,121","495,640","991,280","983,110",1,"865,214",0,0,,,50.831659,-0.640368
156,9973,BNL,Barnhill,G21 4NB,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"13,849","11,025","5,559","30,433","13,849","11,025","5,559","30,433","60,866","58,932",3,0,0,0,,,,
157,6774,BNY,Barnsley,S70 1SE,Yorkshire And The Humber,South Yorkshire,Barnsley,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,,"198,685","287,451","237,818","723,954","198,685","287,451","237,818","723,954","1,447,908","1,393,954",4,"17,825",0,0,,,,
158,5725,BNP,Barnstaple,EX31 2AU,South West,Devon,North Devon,UKK4,Devon,First Great Western,,,,"10,440","167,211","8,423","186,074","10,440","167,211","8,423","186,074","372,148","342,328",9,0,0,0,,,51.07472,-4.062146
159,1096,BTG,Barnt Green,B45 8PA,West Midlands,Worcestershire,Bromsgrove,UKG1,"Herefordshire, Worcestershire and Warwickshire",London Midland Trains,,West Midlands,,"43,010","29,010","55,966","127,986","43,010","29,010","55,966","127,986","255,972","231,346",11,"31,961",1,0,"Main portion of increase due to improved demand estimation in Centro area (extra 18,000 entries and exits in Centro infill compared to what would have been estimated using previous methodology)",,,
160,9674,BRR,Barrhead,G78 1AA,Scotland,East Renfrewshire,East Renfrewshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"105,037","85,663","133,623","324,323","105,037","85,663","133,623","324,323","648,646","616,386",5,0,0,0,,,,
161,9467,BRL,Barrhill,KA26 0QF,Scotland,South Ayrshire,South Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"1,543",878,224,"2,645","1,543",878,224,"2,645","5,290","4,804",10,0,0,0,,,55.096655000000005,-4.780111
162,6212,BAV,Barrow Haven,DN19 7ET,Yorkshire And The Humber,North Lincolnshire,North Lincolnshire,UKE1,East Riding and North Linconshire,Northern Rail,,,,674,194,20,888,674,194,20,888,"1,776","1,906",-7,0,0,0,,,53.695981999999994,-0.392995
163,1954,BIF,Barrow-In-Furness,LA14 5QZ,North West,Cumbria,Barrow-In-Furness,UKD1,Cumbria,First TransPennine Express,,,,"142,853","88,523","49,966","281,342","142,853","88,523","49,966","281,342","562,684","597,972",-6,"17,124",0,0,,,54.118766,-3.226006
164,1903,BWS,Barrow-Upon-Soar,LE12 8US,East Midlands,Leicestershire,Charnwood,UKF2,"Leicestershire, Rutland and Northamptonshire",East Midlands Trains,,,,"10,411","12,330","14,930","37,671","10,411","12,330","14,930","37,671","75,342","71,362",6,0,0,0,,,52.749418999999996,-1.1465889999999999
165,3805,BRY,Barry,CF62 8AF,Wales - Cymru,The Vale Of Glamorgan - Bro Morgannwg,The Vale Of Glamorgan - Bro Morgannwg,UKL2,East Wales,Arriva Trains Wales,,,,"163,934","12,453","76,765","253,152","163,934","12,453","76,765","253,152","506,304","503,634",1,0,0,0,,,51.415636,-3.2933220000000003
166,3806,BYD,Barry Docks,CF63 4LE,Wales - Cymru,The Vale Of Glamorgan - Bro Morgannwg,The Vale Of Glamorgan - Bro Morgannwg,UKL2,East Wales,Arriva Trains Wales,,,,"65,958","3,062","19,158","88,178","65,958","3,062","19,158","88,178","176,356","148,754",19,0,1,0,Continues high growth from previous year,,51.402679,-3.2627509999999997
167,3807,BYI,Barry Island,CF62 5TH,Wales - Cymru,The Vale Of Glamorgan - Bro Morgannwg,The Vale Of Glamorgan - Bro Morgannwg,UKL2,East Wales,Arriva Trains Wales,,,,"173,088","25,181","110,341","308,610","173,088","25,181","110,341","308,610","617,220","618,346",-0,0,0,0,,,51.392205,-3.2749770000000002
168,9020,BYL,Barry Links,DD7 7IG,Scotland,Angus,Angus,UKM2,Eastern Scotland,First ScotRail,,,,42,1,0,43,42,1,0,43,86,74,16,0,0,0,,,,
169,6207,BAU,Barton-On-Humber,DN18 5SJ,Yorkshire And The Humber,North Lincolnshire,North Lincolnshire,UKE1,East Riding and North Linconshire,Northern Rail,,,,"19,422","2,854","1,575","23,851","19,422","2,854","1,575","23,851","47,702","46,088",4,0,0,0,,,53.682469999999995,-0.455122
170,7494,BSO,Basildon,SS16 5XY,East,Essex,Basildon,UKH3,Essex,c2c,,,,"387,336","343,469","579,932","1,310,737","387,336","343,469","579,932","1,310,737","2,621,474","2,486,796",5,0,0,0,,,51.568059000000005,0.456975
171,5520,BSK,Basingstoke,RG21 5NE,South East,Hampshire,Basingstoke And Deane,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,"562,784","1,023,637","1,007,333","2,593,754","562,784","1,023,637","1,007,333","2,593,754","5,187,508","4,903,644",6,"823,134",0,0,,,51.268495,-1.087892
172,5090,BBL,Bat & Ball,TN14 5AP,South East,Kent,Sevenoaks,UKJ4,Kent,Southeastern,,,,"9,761","11,677","16,408","37,846","9,761","11,677","16,408","37,846","75,692","75,416",0,0,0,0,,,51.28924,0.194576
173,3271,BTH,Bath Spa,BA1 1SU,South West,Bath And North East Somerset,Bath And North East Somerset,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,,"525,126","1,767,869","545,006","2,838,001","525,126","1,767,869","545,006","2,838,001","5,676,002","5,217,954",9,"179,130",0,0,,,,
