OrganisationName,Latitude,Longitude
Tesco Stores Limited,51.8750610352,0.1354844719
Lloydspharmacy,50.8118247986,-0.5139189959
The Co-Operative Pharmacy,50.7138519287,-3.4994075298
Boots,50.7190513611,-1.980725646
Garners Pharmacy Ltd,53.690246582,-1.0282684565
Lloydspharmacy,53.3694572449,-2.3136014938
Lloydspharmacy,52.9028816223,-1.4784651995
Whitworth Chemists Limited,53.7834815979,-2.8712434769
Tesco Superstore,53.4122085571,-2.2197701931
Bunnyhill Pharmacy,54.9264373779,-1.4470031261
Cheema Pharmacy,51.5005264282,-0.3827219009
Superdrug Stores Plc,52.2463417053,0.7128685117
Manor Pharmacy,52.8074111938,-1.6260005236
Chagcrest,51.6742630005,-0.3865636587
Phoenix Pharmacy,51.3514289856,0.5906846523
Boots,51.4443092346,-0.1517906189
Bradford Road Pharmacy,53.6556282043,-1.782520771
Boots,51.6006355286,-0.7093887925
The Co-Operative Pharmacy,53.3490715027,-2.214728117
Herbert and Herbert Chemist,51.4667701721,-0.3704256713
Universal Chemist,52.651512146,-1.1172029972
Jenners Pharmacy,51.7472496033,-1.2324918509
Boots,52.2812538147,-1.5914028883
Garswood Pharmacy,53.4963912964,-2.6812586784
Sainsbury's Supermarkets Ltd,51.067024231,-4.0838904381
Zahra Pharmacy,51.5068435669,-0.2671054602
Cohens Chemist,53.8209571838,-1.775180459
Tesco Instore Pharmacy,53.0016860962,-0.4110129476
Lloydspharmacy,53.6478233337,-2.3188869953
Boots,52.9032821655,-1.1778103113
Rydale Pharmacy,53.1122436523,-2.4427278042
Asda Pharmacy,51.4887809753,0.0225149151
Fortnams,52.455039978,-1.2003092766
Hagley Pharmacy,52.4646911621,-1.9893292189
The Co-Operative Pharmacy,54.9462471008,-1.6774539948
Lloydspharmacy,52.1916694641,-2.2163569927
The Co-Operative Pharmacy,52.573387146,-2.1464333534
Dh Roberts Chemists,51.5561141968,-0.1392269433
The Pharmacy,51.9899978638,-1.7036724091
Greenfield Chemist,51.646522522,-0.1868256032
Lloydspharmacy,51.0926895142,-3.0155291557
Procter Health Care Pharmacy,50.9708366394,0.2493985146
Your Local Boots Pharmacy,52.5570144653,-0.1273006648
Grewal Chemist,52.9248962402,-1.2180395126
Boots,54.2081604004,-0.2876630723
Boots,54.9729232788,-1.518663168
Lloydspharmacy,51.8657302856,-0.1832816154
Sanjivani Pharmacy Ltd,51.8002052307,-0.1012313887
Whitworth Chemists Limited,53.4173851013,-1.3322956562
Lloydspharmacy,52.3236083984,-0.0729877427
Boots,53.7484054565,-1.477337122
Wilbraham Pharmacy,53.4423217773,-2.2714881897
Waterton Pharmacy,52.0902252197,1.3082638979
The Co-Operative Pharmacy,52.211479187,0.1633960009
Medichem Pharmacy,53.7258415222,-1.8087726831
Astill Lodge Pharmacy,52.6756324768,-1.1618714333
Hillside Pharmacy,53.6199302673,-3.0219428539
City Pharmacy Ltd,52.6282157898,-1.1206117868
Safys Chemist,52.6549987793,-1.1181380749
Tarring Community Pharmacy,50.8239974976,-0.3900086284
Sainsbury's Supermarkets Ltd,52.239151001,0.7376981378
Manor Park Pharmacy,51.5500831604,0.0453975312
Svr Chemist Ltd,51.6465682983,-0.1665734053
Ad Phillips,54.6998634338,-1.4284416437
Rowlands Pharmacy,53.5221786499,-1.3957036734
Buckley Pharmacy,51.3134269714,-0.3103469312
Boots,51.4629478455,-0.0107604014
Morrisons Pharmacy,52.586807251,-1.9775072336
Day Lewis Rankin Pharmacy,51.4677619934,-0.9741377831
Superdrug Stores Plc,51.9019546509,-0.2011970878
Living Care Pharmacy,53.954208374,-1.0930503607
Williams Chemists,51.4328422546,0.3486790359
Heath End Pharmacy,51.2387809753,-0.787168324
Lloydspharmacy,53.4354133606,-2.7059774399
Superdrug Pharmacy,51.7316627502,-1.2164947987
Boots,51.3760528564,-0.1004851833
K. L. Pharmacy,51.5022087097,-0.3639605641
Swettenham Chemists,53.3316574097,-2.9781575203
Superdrug Pharmacy,50.7844657898,-0.6741520166
Small Heath Pharmacy,52.4670600891,-1.8497115374
Radcliffe Pharmacy,53.5600852966,-2.3237819672
Countess Wear Pharmacy,50.6962432861,-3.4909021854
Sedem Pharmacy,53.4402961731,-2.9785289764
Mellors Pharmacy,52.281867981,-1.590092659
Larvic Pharmacy,52.5752029419,-1.9911180735
Dawlish Warren Pharmacy,50.6002044678,-3.4475784302
Day Lewis Pharmacy,51.2877655029,-1.9783121347
Chaston E Ltd,54.8727035522,-1.4022823572
Boots,53.3890800476,-3.0291848183
Day Lewis Plc,51.501083374,-2.5794696808
Courts Pharmacy,51.4077377319,-0.3666442931
Superdrug Pharmacy,51.4625511169,-0.1371184886
Britannia Pharmacy,51.5607070923,0.0985489786
Minster Pharmacy,52.6894874573,-2.0300939083
Murrays Pharmacy,52.5406265259,-2.0530955791
Lex Pharmacy,51.7137947083,-0.0560256056
Boots,51.4918899536,-0.1404890716
Seaview Pharmacy,50.7191581726,-1.1090772152
Lloydspharmacy,53.4162788391,-2.164167881
Lloydspharmacy,53.8281593323,-1.7236081362
The Co-Operative Pharmacy,53.1571388245,-1.3682382107
Boots,54.5772857666,-2.4906010628
Boots,53.3673057556,-0.0015551189
Boots,51.2237701416,1.4024676085
Pyramid Pharmacy,51.4922714233,-0.064577505
Facechoice Pharmacy,51.5504875183,-1.8400347233
In-Store Pharmacy,51.5268058777,-0.8942778707
Lloydspharmacy,53.4263191223,-2.099691391
Lloydspharmacy,50.8034515381,-0.0584737659
Boots,52.5998268127,-2.0820906162
Lloydspharmacy,51.4287605286,-2.5962462425
Sainsbury's Pharmacy,53.7257652283,-1.8561196327
Greenford Chemist,51.5226821899,-0.3406825066
Lloydspharmacy,50.8730392456,-2.9614863396
Denchem Ltd,53.4556045532,-2.1184487343
Tesco In Store Pharmacy,52.0534896851,0.732688725
Boots,52.9276580811,-1.2144790888
Smith's Pharmacy,50.7812080383,-0.6855779886
Tesco Pharmacy,53.3893852234,-1.4824947119
Boots,51.6990242004,-0.1907475591
Acorn Pharmacy Ltd,51.2248802185,-2.3196327686
Shirley Pharmacy,51.3765563965,-0.05978534
The Co-Operative Pharmacy,52.8361053467,0.8628068566
Boots,51.5515174866,-0.0860306025
Day Lewis Pharmacy,51.5281791687,0.1905491054
Lloydspharmacy,52.117729187,-0.4949245453
Kamsons Pharmacy,51.4651489258,-0.1360192448
Tesco Instore Pharmacy,50.851650238,-1.1765626669
Rowlands Pharmacy,53.7648506165,-2.7222344875
Superdrug Pharmacy,51.5248680115,-0.615139544
Boots,53.8208618164,-1.4952721596
Asda Pharmacy,52.2761917114,-1.5158067942
Asda Stores Ltd,51.5811500549,0.4435630739
Lloydspharmacy,50.4084587097,-4.2110085487
Asda Pharmacy,53.3893356323,-3.029717207
The Prescription Service,53.3052711487,-2.375077486
The Pharmacy,54.4836273193,-1.5440878868
Villapharm Ltd,52.003288269,1.0508314371
Filey Bay Pharmacy,54.1790847778,-0.287194401
Stanney Lane Chemist,53.2762107849,-2.9044110775
Rowlands Pharmacy,52.7667274475,-1.2873028517
Vineyard Pharmacy,51.530254364,-0.1858260781
Tesco Pharmacy,53.4250335693,-2.3235516548
The Co-Operative Pharmacy,51.4389724731,-2.0053033829
Dale Pharmacy,53.365174,-3.016431
Lloydspharmacy,53.725479126,-1.3546313047
JT Smith and Son,53.5640220642,-2.3333237171
Lloydspharmacy,52.7747497559,-1.2071090937
Chemistree,52.4946784973,-1.866894722
Hutt Pharmacy,51.8712692261,0.8727061152
Vantage Chemist,54.9657096863,-1.7874587774
Vishnu Pharmacy,52.4798736572,-1.9910336733
Newlands Pharmacy,51.6056785583,0.2259492278
Lloydspharmacy,52.6349411011,1.2779906988
St Clements Pharmacy,51.4758338928,0.2827841938
Boots,51.2394447327,-0.1688668132
Mason and Son (Chemists) Ltd,52.7220573425,-1.3733713627
Boots,53.8334579468,-1.7778486013
Rk Pharmacy,51.3789749146,-0.1550413817
Cristals Chemist,51.7010536194,-0.0339667052
Superdrug Stores,51.3383369446,-0.7463846207
Oswaldtwistle Pharmacy,53.7420272827,-2.3999574184
Boots,53.4245414734,-2.3223440647
Lloydspharmacy,53.4299354553,-2.2139468193
Superdrug Pharmacy,53.6457748413,-3.0058515072
Boots,52.4079284668,-1.5143811703
Rowlands Pharmacy,53.3938179016,-2.2343971729
Lloydspharmacy,53.4567604065,-2.1597459316
Boots,53.7568435669,-0.3739109635
Boots,50.7539100647,-1.655090332
Lloydspharmacy,53.4375724792,-2.9427592754
Kamsons Pharmacy,51.1482849121,0.8706190586
Ironbridge Pharmacy,52.6280174255,-2.4845666885
Boots,51.4160003662,-1.514633894
Boots,51.3251953125,-2.2071554661
Lloydspharmacy,52.624835968,-1.401543498
Aston Pharmacy,53.7523918152,-2.3836014271
Instore Pharmacy,51.2508964539,-0.7771346569
Tesco In-Store Pharmacy,53.7885169983,-0.3637602925
Periville Ltd,53.5698928833,-0.1280876845
Lloydspharmacy,55.0367240906,-1.4728521109
Rowland's Pharmacy,51.4452476501,-0.3987060189
Boots,51.4554023743,-0.1941784173
Rowlands Pharmacy,54.5263595581,-1.5811425447
Lloydspharmacy,53.621799469,-2.6614608765
Lloydspharmacy,53.3305282593,-1.6540225744
Lister Chemists,51.6344261169,-0.3424600065
Boots,53.7381591797,-0.4940625727
Tesco In-Store Pharmacy,54.6153068542,-1.0678380728
The Co-Operative Pharmacy,53.7747268677,-2.386475563
Rowlands Pharmacy,53.5497360229,-2.7646448612
Boots,51.388420105,0.0729770735
Rowlands Pharmacy,51.6311836243,0.3296647668
Meriden Pharmacy,51.681350708,-0.384662807
Lloydspharmacy,52.4210281372,-1.7657729387
Dobbin Tsc Ltd,54.8657417297,-1.4833570719
Limegrove Pharmacy,51.5023345947,-0.2278838307
Whitworth Chemists,54.5652084351,-1.183445096
Cottingham Chemists,53.5667724609,-0.0636372417
Galen Pharmacy Ltd,54.9852142334,-1.4308034182
Weldricks Pharmacy,53.6000061035,-1.4510030746
Lloydspharmacy,52.7746810913,-1.2073622942
Nene Pharmacy Ltd,52.7700233459,0.1857102364
Richardson JE & NA (Chems) Ltd,53.5689430237,-2.6957881451
Boots,53.3775749207,-1.5015631914
Lloydspharmacy,51.9533157349,-1.9642021656
Boots,51.5142250061,-0.1481262743
Boots,53.3408470154,-2.975694418
Sharp D and R (Chemists) Ltd,53.5286483765,-1.0936566591
Boots,51.7525558472,-1.2577102184
Coopers Chemist Gt Ayton Ltd,54.4884986877,-1.1335841417
Boots,51.5336303711,-0.1704371721
Ferris Chemist,51.0244255066,0.994710803
Lloydspharmacy,55.0099639893,-1.4504677057
The Co-Operative Pharmacy,51.7439575195,-2.2425391674
Lloydspharmacy,51.3001556396,-0.4923236966
Interpharm (Leics) Chemists,52.6013526917,-1.1411417723
Bans Healthcare Ltd,55.013923645,-1.6453545094
Boots,51.8001174927,0.6401372552
Boots,53.9592323303,-1.0497639179
Medicx Pharmacy,53.619720459,-2.6624262333
Superdrug Stores,51.4354629517,-0.4665233791
Victoria Pharmacy,53.4383468628,-3.0419819355
Lloydspharmacy,51.2948074341,-1.0514433384
Boots,53.1994361877,-2.876581192
Lloydspharmacy,51.5492019653,0.2002710998
Fareham Pharmacy,50.8598937988,-1.2087271214
Lloydspharmacy,53.4508895874,-2.3073501587
Honeypot Pharmacy,51.595954895,-0.2957971394
The Co-Operative Pharmacy,51.461856842,-2.5090739727
Boots,51.2140541077,-1.4935513735
Manor Pharmacy,53.7578353882,-2.4877147675
Rowlands Pharmacy,53.3988876343,-2.6050882339
Squire Jg Ltd,54.2768478394,-0.4129279554
Boots,53.0035476685,-1.1279672384
Cavendish Place Pharmacy,50.77135849,0.2883783877
Boots,53.7800827026,-0.3015884757
Hambleton Pharmacy,53.8761444092,-2.9602348804
Lloydspharmacy,52.393283844,-2.0174434185
Granshaw's Chemist,51.5555038452,0.0120865898
Cheadles Chemist,51.3565101624,1.0564960241
Instore Pharmacy,53.4332809448,-1.3540222645
Lloydspharmacy,52.7713241577,-1.2026059628
Boots,53.552318573,-0.4911287725
Lloydspharmacy,52.4488677979,-2.049747467
Halls The Chemist,52.5413360596,-0.2296749651
Tesco Instore Pharmacy,51.6048660278,-0.6927059889
The Co-Operative Pharmacy,51.4625167847,0.1100642681
Rowlands Pharmacy,53.5656852722,-0.0410504602
Lloydspharmacy,51.4131889343,-2.6199557781
Cohens Chemist,53.7844619751,-2.2583348751
Lloydspharmacy,52.586807251,-1.9775072336
Boots,53.9258384705,-1.8237286806
Numark Pharmacy,50.553730011,-3.5088746548
Lloydspharmacy,52.0381355286,-0.3344652057
Lloydspharmacy,51.4407958984,-0.0016504624
Lloydspharmacy,55.0089454651,-1.4476358891
The Co-Operative Pharmacy,51.6329421997,0.3511278629
Boots,53.7836112976,-1.0692011118
Wests Chemist,52.2516555786,-0.8791751266
Boots,51.5413284302,0.695509553
Wilberforce Pharmacy,53.7462043762,-0.3420810699
Boots,50.9022254944,-3.487944603
Lloydspharmacy,52.0930023193,1.3172165155
Kerr Pharmacy,54.9764022827,-1.5848484039
Manor Pharmacy,52.9169502258,-1.4789506197
Boots,52.7543449402,0.3950521052
Boots,53.7544326782,-2.3652839661
Chilton Moor Pharmacy,54.8422431946,-1.496799469
Asda Pharmacy,50.4760284424,-4.7031340599
Badham Pharmacy,51.8992195129,-2.0665314198
Rays Pharmacy,51.5427474976,0.7182379365
Ro Pharmacy,51.6540565491,-0.5201044679
Chana Chemist,51.5430145264,-0.2347981483
Boots,51.1220741272,-0.0100059193
Superdrug Pharmacy,51.2773246765,1.0820813179
The Co-Operative Pharmacy,52.570640564,1.111592412
Cohens Chemist,53.9963569641,-1.5297626257
Rowlands Pharmacy,53.435092926,-1.3485608101
Boots,54.9764289856,-1.7620614767
Rowlands Pharmacy,50.8128585815,-1.0809378624
Buckden Pharmacy,52.2933540344,-0.2478501201
Lloydspharmacy,52.5460510254,-0.2830350995
Hn Dickinson,51.4502029419,0.0818915069
Davidsons Chemists,51.4604492188,0.1612760425
Kepier Pharmacy,54.844997406,-1.4787478447
Triplesave (Chemists) Ltd,51.5952339172,-0.0031807097
Boots,52.4598083496,-1.9467972517
Boots,54.086681366,-0.1932433099
Goldharts Chemist,52.1388320923,-0.4649296701
Listers Pharmacy,53.3815307617,-2.2480249405
Norman Af,54.7141952515,-3.4988844395
Morrisons Pharmacy,51.4837379456,-0.3062919676
Shan Chemist,51.5474739075,0.0335256271
Tween Chemist,51.6447601318,-0.3664948046
Day Lewis Pharmacy,51.440486908,-0.1556861252
Tesco Extra,50.7486381531,-1.9496010542
Vernons Chemist,51.2428436279,-0.7417901158
Greenwoods Pharmacy,51.5961341858,-0.1096535847
Lloydspharmacy,51.3094024658,-0.0563060939
Sainsbury Store,51.2220497131,-0.7768538594
Boots,53.7386627197,-0.3452891111
Mason and Son (Chemists) Ltd,52.7110328674,-1.3656693697
Your Pharmacy,52.6299667358,-1.1486488581
The Co-Operative Pharmacy,52.2453346252,0.1100364849
Rosendale Pharmacy,51.4367866516,-0.0947150588
Dr Allen Pharmacy,52.0745811462,-0.6008802652
Knights Pharmacy,52.3979988098,-1.9609507322
Boots,52.8038406372,0.0159770437
Tesco Instore Pharmacy,52.9269523621,-1.2106688023
Boots,52.3061485291,-1.9434314966
Sutton In Craven Pharmacy,53.8947257996,-1.9867860079
Boots,52.5349960327,-2.1832501888
Lloydspharmacy,54.9300498962,-1.3797568083
Whetstone Chemist,52.5727272034,-1.1801687479
Boots,54.7881393433,-1.3254806995
Lalys Chemists,50.8072280884,-1.0774008036
Lloydspharmacy,52.6347885132,1.2893027067
Hale Barns Pharmacy,53.3721923828,-2.3155605793
Saffron Lane Pharmacy,52.5984916687,-1.1419655085
Lloydspharmacy,54.2858810425,-0.4013353586
ABC Pharmacy,51.4729194641,-0.1911541522
The Co-Operative Pharmacy,52.2869606018,0.1251075417
Vision Pharmacy,51.4976196289,0.3291859925
St Helen's Pharmacy,53.4567222595,-2.7435595989
Lloydspharmacy,51.4456062317,0.2092754096
Matlock Pharmacy,50.8436393738,-0.1579005718
Lloydspharmacy,50.5460166931,-3.495882988
Boyatt Pharmacy,50.9778289795,-1.3600497246
Dixon and Hall Ltd,54.7688560486,-1.3472511768
Boots,50.9263343811,-2.3053159714
K. L. Pharmacy,51.5957946777,-0.3128686249
Pyramid Pharmacy,51.669921875,-0.3977664113
Sainsbury's Supermarkets Ltd,51.9195289612,-0.4368819594
Barnt Green Pharmacy,52.3613853455,-1.9905136824
Asda Pharmacy,52.4103393555,-0.7314631343
The Co-Operative Pharmacy,53.4397201538,-2.4265713692
Rowlands Pharmacy,53.5025215149,-1.3460505009
Sainsburys Pharmacy,52.5941009521,-1.06891644
Asda Pharmacy,53.7784042358,-0.253621757
Warburtons Chemist,53.9222831726,-3.0125954151
Lloydspharmacy,52.2572059631,-0.8367379904
Packmoor Pharmacy,53.0864181519,-2.1991138458
Lindsay Chemist,51.4134483337,-0.2884564996
Boots,50.8010940552,-1.0887179375
Shrives Chemist,52.5743141174,-0.2423811704
Featherfield Pharmacy,51.913356781,-0.43061167
Whitfield M Ltd,54.7481231689,-1.2905851603
Sky Pharmacy,53.8158836365,-1.5169451237
Seemed Internet Pharmacy,53.5380363464,-2.1004219055
Living Care Pharmacy Horne Street,53.7256660461,-1.8716849089
Weldricks Pharmacy,53.5242576599,-1.1306464672
Medicines & Pharmacy,53.1073036194,-0.5250953436
Jeyes Chemist,52.2649269104,-0.7527908683
Geepharm Chemists,51.4819831848,0.070376195
Touchwood Pharmacy,52.5884361267,-1.9936100245
Boots,53.6956138611,-2.6932718754
Demnox Ltd,54.8736114502,-1.4284181595
Walji R,51.463306427,-0.250500828
Dialstone Pharmacy,53.3966140747,-2.1345262527
Peak Pharmacy,52.5662269592,-2.0385949612
Meadows Pharmacy,55.0127830505,-1.6428313255
Newman Chemist,51.390712738,-0.2976988852
Husbands Pharmacy,51.4599189758,-0.2118501365
Boots,51.5237808228,-0.1377487481
Cohens Chemist,54.0700378418,-2.8562982082
Monarch Pharmacy,52.3946037292,-1.5594229698
Dudley Taylor Pharmacy,52.3430023193,-1.5772858858
Boots,53.4893875122,-2.2866945267
The Co-Operative Pharmacy,53.577255249,-1.4179205894
Lloydspharmacy,52.1085205078,-0.4781494141
Vision Pharmacy,52.0444641113,1.1552118063
Lloydspharmacy,53.7531661987,-1.6926466227
Wise Pharmacy Ltd,53.3332748413,-2.7084639072
Boots,51.342086792,-0.0157395061
Kerr Pharmacy,54.978263855,-1.5798295736
Donlon's Late Night Pharmacy,53.4693107605,-2.6565408707
Ideal Pharmacy,51.4599494934,-2.4788546562
Masters Pharmacy,52.4449577332,-1.8596144915
Cavendish Pharmacy,51.5886764526,-0.031763155
Lloydspharmacy,50.7674369812,-1.9014114141
Boots,54.0399436951,-1.0342113972
Victoria Pharmacy,51.6328582764,-0.7615602612
Boots,53.0137786865,-1.3530726433
Granville Pharmacy,52.5815391541,-0.2402767241
Biraj Pharmacy,52.4266090393,-1.5011314154
Day Lewis Pharmacy,51.4534225464,-0.0622853003
Lloydspharmacy,51.5102844238,-2.6176998615
Boots,53.9614944458,-2.0196557045
Blidworth Pharmacy,53.1007843018,-1.1192517281
Kamsons Pharmacy,50.7796897888,0.2549517453
Rowlands Pharmacy,52.6981163025,-2.7308204174
Jade Pharmacy,51.4827690125,-0.3809449971
Lloydspharmacy,55.0956001282,-1.5842260122
Wessex Pharmacies Ltd,50.6057777405,-2.4848663807
J Docter Pharmacy,52.6104164124,-2.0818741322
Little Common Pharmacy,50.8436737061,0.4338855147
Rowlands Pharmacy,50.8655090332,-0.9998291135
Whinchat Pharmacy,51.4940567017,0.082765311
Asda Stores Ltd,53.9864692688,-1.0436080694
Livingcare Pharmacy,53.7122612,-1.83162117
Burrows and Close,53.0071716309,-1.193200469
Superdrug Stores Plc,53.8419952393,-0.4297847748
St Dennis Pharmacy,50.38331604,-4.8834872246
Superdrug Pharmacy,51.4647750854,-0.267547816
Irby Pharmacy,53.3525657654,-3.1171855927
The Flookburgh Pharmacy,54.1744842529,-2.9711329937
Lloydspharmacy,52.4150619507,-1.5041433573
The Co-Operative Pharmacy,53.7083473206,-1.6762630939
Weldricks Pharmacy,53.5271644592,-1.1052889824
Lloydspharmacy,52.4030189514,-2.0160655975
Lloydspharmacy,50.8330192566,-0.421124965
Macol Ltd,51.5512886047,-0.4486267865
The Co-Operative Pharmacy,53.5907783508,-2.1775801182
Ryburn Pharmacy,53.6832733154,-1.8372023106
Lloydspharmacy,52.5358390808,-2.1208622456
Tesco In-Store Pharmacy,53.6743087769,-2.6551840305
Bridge Pharmacy Ltd,53.3667221069,-2.1899905205
Lloydspharmacy,53.3726425171,-1.3897951841
The New Pharmacy,51.6213188171,0.3047434092
Boots,55.2942466736,-1.6035542488
The Co-Operative Pharmacy,53.4814567566,-2.0590906143
Rowlands Pharmacy,54.9100723267,-1.4126629829
Asda Pharmacy,53.3579444885,-2.8671200275
Panchem (Uk) Ltd,51.556060791,0.2507335246
Smiths Chemist,51.7181167603,-1.2444642782
Boots,54.6905212402,-1.2111524343
Kamsons Pharmacy,53.5094718933,-2.1584818363
Lloydspharmacy,51.4594726563,-2.5546174049
Boots,51.5810203552,-0.3367831111
Rowlands Pharmacy,53.6336135864,-3.0131540298
Boots,52.5156364441,-1.4986358881
Lloydspharmacy,51.2828636169,-0.8460443616
Kamsons Pharmacy,51.1335830688,0.8568549752
Swan Pharmacy,51.7011070251,-0.034847293
Newborough Pharmacy,52.4141464233,-1.844245553
Boots,54.900100708,-1.5327082872
Highley Pharmacy,52.4483680725,-2.382229805
Bellevue Pharmacy,51.4456291199,-0.1659265757
Cornwell's Chemists - Newcastle,53.012096405,-2.2288784981
